Title ,ROM,Year,Manufacturer,MAME Set,
Topaz (Shuffle) (L-1),topaz_l1,1978,Williams,Merged,
Toppy & Rappy,toppyrap,1996,SemiCom,Merged,
Tora Tora (prototype?),toratora,1980,Game Plan,Merged,
Torarechattano - AV Kantoku Hen (Japan),torarech,2000,Nichibutsu/Love Factory/M Friend,Merged,
Torch,torch,1980,Gottlieb,Merged,
Torch Z80 Communicator,bbc_tube_zep100,,,Merged,
Torch Z80 Communicator (Master),bbc_tube_zep100m,,,Merged,
Torch Z80 Communicator (Model B),bbc_tube_zep100l,,,Merged,
Torch Z80 Communicator (Model B+),bbc_tube_zep100w,,,Merged,
Toride II Adauchi Gaiden,toride2g,1994,Metro,Merged,
Tornado (DECO Cassette) (US),ctornado,1982,Data East Corporation,Merged,
Tornado (Dutch) (Bellfruit) (set 1) (Scorpion 1),sc1torn,198?,BFM/ELAM,Merged,
Tornado (Qps) (MPU4) (set 1),m4tornad,199?,Qps,Merged,
Tornado Baseball / Ball Park,tornbase,1976,Dave Nutting Associates / Midway / Taito,Merged,
"Tornado Club (PR1629, 5.5, rv 8, BFGNTORD) (Bellfruit) (Adder 5)",ad5tornc,200?,BFM,Merged,
Torneo,r_torneo,1978,Recel,Merged,
"Torpedo Alley (2.1, Europe)",torp_e21,1988,Data East,Merged,
Torre Eiffel,toureiff,1995?,Videos A A,Merged,
Tortuga Family (Italian),tortufam,1997,C.M.C.,Merged,
"Torture TV (Maygay) (EPOCH) (1.3, set 1)",ep_tortr,2000,Maygay,Merged,
Torus,torus,1996,Yun Sung,Merged,
Toryumon,toryumon,1994,Sega,Merged,
Total Carnage (rev LA1 03/10/92),totcarn,1992,Midway,Merged,
Total Control 4,tc4,1981,Coleco,Merged,
Total Vice (ver EBA),totlvice,1997,Konami,Merged,
Totally Spies! (France),totspies,2006,Senario / Marathon - Mystery Animation Inc.,Merged,
Totem,totem,1979,Gottlieb,Merged,
Tottemo E Jong,totmejan,1991,Seibu Kaihatsu (Tecmo license),Merged,
Tottoko Hamtaro - Ham Ham Dai Circus! (Japan),epo_hamc,2002,Epoch / SSD Company LTD,Merged,
Tou ma Pet (OK-550),toumapet,2021,Shenzhen Shiji New Technology,Merged,
Tou ma Pet (OK-560),touma560,2021,Shenzhen Shiji New Technology,Merged,
Tou ma Pet (OK-568),touma568,2021,Shenzhen Shiji New Technology,Merged,
"Toucan Tango (0100782V, NSW/ACT)",toutango,1998,Aristocrat,Merged,
Touch & Tell (US),tntell,1981,Texas Instruments,Merged,
"Touch and Go (World, checksum 059D0235)",touchgo,1996,Gaelco,Merged,
Touch de Uno! / Unou Nouryoku Check Machine (Japan),tduno,1999,Sega,Merged,
Touch de Uno! 2 (Japan),tduno2,2000,Sega,Merged,
"Touch De Zunou (Japan, Rev A)",zunou,2006,Sega,Merged,
"Touch Me (handheld, rev. 2)",touchme,1979,Atari,Merged,
"Touch of Paradice (20007511, NSW/ACT)",toprdice,2001,Aristocrat,Merged,
Touchdown,touchdn,1984,Gottlieb,Merged,
TouchDown Fever (US),tdfever,1987,SNK,Merged,
Touche Me (set 1),toucheme,19??,<unknown>,Merged,
Touchmaster (v3.00 Euro),tm,1996,Midway Games Inc. / CES Inc.,Merged,
Touchmaster 2000 Plus (v4.63 Standard),tm2k,1996,Midway Games Inc.,Merged,
Touchmaster 3000 (v5.02 Standard),tm3k,1997,Midway Games Inc.,Merged,
Touchmaster 4000 (v6.03 Standard),tm4k,1998,Midway Games Inc.,Merged,
Touchmaster 5000 (v7.10 Standard),tm5k,1998,Midway Games Inc.,Merged,
Touchmaster 7000 (v8.04 Standard),tm7k,1999,Midway Games Inc.,Merged,
Touchmaster 8000 (v9.04 Standard),tm8k,2000,Midway Games Inc.,Merged,
Touchstar Bonanza (Revision 3),bonanza,1994,New Image Technologies,Merged,
Tougenkyou (Japan 890418),togenkyo,1989,Nichibutsu,Merged,
"Tough Turf (set 2, Japan) (8751 317-0104)",tturf,1989,Sega / Sunsoft,Merged,
Toukidenshou - Angel Eyes (VER. 960614),tkdensho,1996,Tecmo,Merged,
Toukon Juohmaru,tkjmaru,1983,Bandai,Merged,
Tour 4000,tour4000,2000,High Video,Merged,
Tour 4010,tour4010,2000,High Video,Merged,
"Tournament Arkanoid (US, older)",arkatour,1987,Taito America Corporation (Romstar license),Merged,
Tournament Pro Golf (DECO Cassette) (US),cprogolf,1981,Data East Corporation,Merged,
"Tournament Solitaire (V1.06, 08/03/95)",toursol,1995,Dynamo,Merged,
Tournament Table (set 1),tourtabl,1978,Atari,Merged,
TourVisión (PC Engine bootleg),tourvis,19??,bootleg (TourVisión),Merged,
Touryuu Densetsu Elan-Doree / Elan Doree - Legend of Dragoon (JUET 980922 V1.006),elandore,1998,Sai-Mate,Merged,
Touryuumon (V1.1)?,touryuu,2005,Yuki Enterprise,Merged,
Tower & Shaft,twrshaft,2003,Aruze,Merged,
Toy Fighter,toyfight,1999,Sega / Anchor Inc.,Merged,
Toy Land Adventure,toyland,2001,SemiCom,Merged,
Toy Shop,toyshop,2012,OM Vending,Merged,
Toy Story - Toys on the Move (JAKKS Pacific TV Motion Game) (Dec 24 2009 17:34:29),jak_totm,2009,JAKKS Pacific Inc / HotGen Ltd,Merged,
Toy Story 3 (Lexibook),lxts3,2010,Lexibook,Merged,
Toy Story Mania (JAKKS Pacific TV Game),jak_tsm,2010,JAKKS Pacific Inc / Schell Games,Merged,
Toy's March (E00:J:A:A:2005011602),toysmarch,2005,Konami,Merged,
Toy's March 2 (F00:J:A:A:2005110400),toysmarch2,2005,Konami,Merged,
Toypop,toypop,1986,Namco,Merged,
"TPC-310 (MSX2, Argentina)",tpc310,1987,Talent,Merged,
TPCI (Brazilian public payphone),icatel,1995,Icatel,Merged,
"TPP-311 (MSX2, Argentina)",tpp311,1987,Talent,Merged,
"TPS-312 (MSX2, Argentina)",tps312,1987,Talent,Merged,
TR Beta 128 Disk Interface,spectrum_beta128,,,Merged,
TR Beta Disk Interface V2 (FD1771 based),spectrum_betav2,,,Merged,
TR Beta Disk Interface V3 (FD1793 based),spectrum_betav3,,,Merged,
TR Beta Disk Plus Interface,spectrum_betaplus,,,Merged,
TR-175 II,tr175,1982,Relisys,Merged,
TR-505 Rhythm Composer,tr505,1986,Roland,Merged,
TR-606 Drumatix,tr606,1982,Roland,Merged,
TR-707 Rhythm Composer,tr707,1985,Roland,Merged,
TR-727 Rhythm Composer,tr727,1985,Roland,Merged,
TR-808 Rhythm Composer,tr808,1980,Roland,Merged,
TR-909 Rhythm Composer,tr909,1984,Roland,Merged,
Track & Field,trackfld,1983,Konami,Merged,
Track & Field (PlayChoice-10),pc_tkfld,1987,Konami (Nintendo of America license),Merged,
Track & Field Challenge,trkfldch,2007,Konami,Merged,
Trail Blazer,trailblz,1987,Coinmaster,Merged,
Trailblazer (Bwb) (MPS),j2trail,198?,Bwb,Merged,
Trailblazer (Maygay - Impulse) (EPOCH) (set 1),ep_trail,199?,Maygay,Merged,
Trailblazer (Mazooma) (Scorpion 4) (set 1),sc4trail,200?,Mazooma,Merged,
Trailblazer (Mazooma) (Scorpion 5) (set 1),sc5trail,200?,Mazooma,Merged,
Trailblazer Club (Barcrest) (MPU5),m5trail,199?,Barcrest,Merged,
"Trailblazer Club (JPM) (SYSTEM5, set 1)",j5trail,199?,JPM,Merged,
Trailer,trailer,1985,Playmatic,Merged,
Tranquillizer Gun,tranqgun,1980,Sega,Merged,
Transformer,transfrm,1986,Sega,Merged,
Transformers Beast Wars II,tbeastw2,1998,Sigma / Transformer Production Company / Takara,Merged,
Transformers: Generation 2 (Tiger),ttransf2,1993,Tiger Electronics,Merged,
Transporter the Rescue (L-3),tsptr_l3,1989,Bally,Merged,
Tranz 330,tranz330,1985,VeriFone,Merged,
Trap Shoot Classic (v1.0 21-mar-1997),tsclass,1997,Creative Electronics And Software,Merged,
Trapeze / Trampoline,trapeze,1978,Exidy / Taito,Merged,
Travel Sensor Chess,tschess,1982,SciSys / Intelligent Software,Merged,
Traverse USA / Zippy Race,travrusa,1983,Irem,Merged,
Treasure 2000 (Ver. 107),trea2000,2000,Subsino (American Alpha license),Merged,
"Treasure Bonus (American Alpha, Ver. 1.6)",tbonusal,1995,Subsino (American Alpha license),Merged,
"Treasure Bonus (Subsino, v1.6)",stbsub,1995,American Alpha,Merged,
Treasure City (Ver. 208),treacity,1997,Subsino (American Alpha license),Merged,
"Treasure Hunt (Extrema, Ukraine, V. 34.03)",extrmth,200?,Extrema,Merged,
Treasure Hunt (Global) (EPOCH) (Version 1.6),ep_treas,199?,Global,Merged,
Treasure Hunting (US.09.A),treasurh,2005,Astro Corp.,Merged,
Treasure Island (Data East),tisland,1981,Data East Corporation,Merged,
Treasure Island (DECO Cassette) (US) (set 1),ctisland,1981,Data East Corporation,Merged,
"Treasure Island (Extrema, Ukraine, V. 32.49)",extrmti,200?,Extrema,Merged,
"Treasure Island (Subsino, set 1)",tisub,1992,Subsino,Merged,
Treasure Island (Tronica),trtreisl,1983,Tronica,Merged,
Treasure Island Club (Fixed 65%) (Bellfruit) (Scorpion 4) (set 1),sc4ticlb,200?,BFM,Merged,
Treasure Island Jackpots,tijkpots,2014,Betcom,Merged,
Treasure Mary,treamary,200?,Subsino,Merged,
Treasure Ocean (v1.5A),trsocean,1996,Subsino / Sunwise,Merged,
Treasure Quest,tqst,1996,Ace,Merged,
Treasure Quest (Crystal) (IMPACT) (set 1),j6tqust,199?,Crystal,Merged,
Treasure Tomb (Bellfruit) (Scorpion 4) (set 1),sc4ttomb,200?,BFM,Merged,
"Treasure Trail (Empire) (MPU4, set 1)",m4ttrail,199?,Empire,Merged,
Treasure Trail (JPM),ttrail,198?,JPM,Merged,
Treasure Trail (Project) (PROCONN),pr_ttrai,199?,Project,Merged,
"Treasure Trove (01J00161, NSW/ACT)",trstrove,2000,Aristocrat,Merged,
Treble Top (39-360-070),trebltop,1991,BFM,Merged,
Treble Top (Empire) (MPU5) (set 1),m5ttop,199?,Empire,Merged,
Treble Top Club (Empire) (MPU5),m5ttopcl,199?,Empire,Merged,
Trebol,trebol,1985,Regama,Merged,
"Tree Amigos (Maygay) (EPOCH) (TRAM 0.3, set 1)",ep_tree,199?,Maygay,Merged,
Tri Star (Bellfruit) (set 1) (Scorpion 1),sc1tri,198?,BFM,Merged,
Tri Zone (L-1),trizn_l1,1978,Williams,Merged,
Tri-1 (Fonas),ftri1,1979,Fonas,Merged,
Tri-Pool: 3-In-One (Casino Tech),tripool,1981,Noma (Casino Tech license),Merged,
Tri-Sports,trisport,1989,Bally Midway,Merged,
Tricep,tricep,1985,Morrow Designs,Merged,
"Trick or Treat (7XF5183H04, US)",trktreat,1996,Aristocrat,Merged,
Trick Or Treat (Global) (M1A/B) (set 1),m1trtr,199?,Global,Merged,
Trick or Treat (Project) (PROCONN),pr_trktr,1999,Project,Merged,
Trick or Treat (Protocol?) (Project) (PROCONN),pr_trktp,1999,Project,Merged,
Trick Or Treat Club (Global) (M1A/B),m1trtrcl,199?,Global,Merged,
Trick Shooter,tricksht,1982,LTD,Merged,
Trick Shot Multi Player (Bellfruit) (Scorpion 5) (set 1),sc5tsmp,200?,BFM,Merged,
Trick Trap (World?),tricktrp,1987,Konami,Merged,
Tricky Doc (set 1),trckydoc,1987,Tecfri,Merged,
Tricolor (Barcrest) (Dutch) (MPU4) (DTC 2.5),m4tricol,199?,Barcrest,Merged,
Trident,trident,1979,Stern,Merged,
Trident TGUI9680 Graphics Card (BIOS X5.5 (02) 02/13/96),tgui9680,,,Merged,
Trident/Quadtel TVGA9000B SVGA card,tvga9000,,,Merged,
Triforce BIOS,triforce,2002,Sega,Merged,
Triforce DIMM Updater (3.17) (GDT-0011),tfupdate,2003,Sega,Merged,
Triforce Firmware Update For Compact Flash Box (4.01) (GDT-0022A),tcfboxa,2009,Sega,Merged,
Trigger Heart Exelica Ver.A (Japan) (GDL-0036A),trgheart,2006,Warashi,Merged,
Trinitron Color Video Monitor BVM-20F1E,bvm20f1e,1998,Sony,Merged,
Trio de Bingo,tdbingo,1995,Konami,Merged,
Trio The Punch - Never Forget Me... (World),triothep,1989,Data East Corporation,Merged,
Triomphe,triomphe,1985,Chess King / Intelligent Chess Software,Merged,
"Triple 7's (Bellfruit) (Scorpion 4) (Top Box, set 1)",sc4tri7,200?,BFM,Merged,
Triple Bank (Barcrest) (Dutch) (MPU4) (DTB 1.2),m4tribnk,199?,Barcrest,Merged,
"Triple Bells (Astra, V104)",as_tbl,200?,Astra,Merged,
Triple Cash (Maygay - Union) (EPOCH) (set 1),ep_trics,199?,Maygay,Merged,
"Triple Chance (VFS) (MPU2) (Spot Light conversion, 2p Stake, £1.50 Jackpot)",m2triple,1984,VFS,Merged,
"Triple Crown (Maygay) (EPOCH) (2.2, set 1)",ep_tcrwn,199?,Maygay,Merged,
Triple Draw Poker (Design Labs / Thomas Automatics),tdpgal,1983,Design Labs / Thomas Automatics,Merged,
Triple Fever (V110US),tripfev,2006,IGS,Merged,
Triple Header Sports (JAKKS Pacific TV Motion Game),jak_ths,2009,JAKKS Pacific Inc / Super Happy Fun Fun,Merged,
Triple Hunt,triplhnt,1977,Atari,Merged,
Triple Jack (V1.6G),tripjack,1998,Dyna,Merged,
Triple Joker (Bingo),tripjok,19??,Seeben (Belgium),Merged,
Triple Madness (Union) (MPU4),m4trimad,199?,Union,Merged,
"Triple Play (M0000230, Spanish)",tripplay,1999,IGT,Merged,
Triple Play (Ver. 1.10),cj3play,1998,Cadillac Jack,Merged,
Triple Punch (set 1),triplep,1982,K.K. International,Merged,
Triple Slot (V200VE),tripslot,2007,IGS,Merged,
Triple Star 2000,trstar2k,200?,A.M.,Merged,
"Triple Streak (PR2188) (Mazooma) (Scorpion 4) (Top Box, set 1)",sc4trist,200?,Mazooma,Merged,
Triple Strike (Shuffle) (L-1),tstrk_l1,1983,Williams/United,Merged,
"Triple Treat (0201692V, NSW/ACT)",tritreat,2002,Aristocrat,Merged,
Triple X,triplex,1985,Torch Computers,Merged,
Triple X (Bwb) (MPS),j2xxx,198?,Bwb,Merged,
Triple X (Project) (PROCONN),pr_trpx,199?,Project,Merged,
Triple-C Stereo Channel Multiband Compressor & Envelope,triplec,2000,TC Electronic,Merged,
Tripple Draw (V3.1 s),tripdraw,1981,Status Games,Merged,
Triton L7.2,triton72,1980,Transam,Merged,
Triton Music Workstation/Sampler (v2.5.3),korgtriton,1999,Korg,Merged,
Trium Eclipse,triumec,2002,Mitsubishi,Merged,
Triv Four,statriv4,1985,Status Games,Merged,
Triv Quiz,trivquiz,1984,Status Games,Merged,
Triv Two,statriv2,1984,Status Games,Merged,
"Trivia ? Whiz (6221-03, U5-0)",trvwz,1985,Merit,Merged,
Trivia ? Whiz Edition 2 (6221-05),trvwz2,1985,Merit,Merged,
"Trivia ? Whiz Edition 3 (6221-05, U5-0D)",trvwz3,1985,Merit,Merged,
"Trivia ? Whiz Edition 4 (6221-10, U5-0A)",trvwz4,1985,Merit,Merged,
Trivia (Questions Series 1),gtsers1,1984,Greyhound Electronics,Merged,
Trivia (Questions Series 8),gtsers8,1984,Greyhound Electronics,Merged,
Trivia (Rev B),trivia,1975,Ramtek,Merged,
Trivia (UK Version 5.07),gt507uk,1986,Grayhound Electronics,Merged,
Trivia Challenge,trvchlng,1985,Joyland (Senko license),Merged,
Trivia Hangup (question set 1),trvhang,1984,SMS Manufacturing Corp.,Merged,
Trivia Hangup (question set 2),trvhanga,1984,SMS Manufacturing Corp.,Merged,
Trivia Madness - Series A Question set,trvmadns,1985,Thunderhead Inc.,Merged,
Trivia Master (set 1),trvmstr,1985,Enerdyne Technologies Inc.,Merged,
Trivia Quest,trvquest,1984,Techstar / Sunn,Merged,
Trivia R Us (v1.07),trivrus,2009,AGT,Merged,
Trivial Pursuit (All Star Sports Edition),triviasp,1984,Bally/Sente,Merged,
Trivial Pursuit (Baby Boomer Edition) (3/20/85),triviabb,1984,Bally/Sente,Merged,
Trivial Pursuit (Genus II Edition) (3/22/85),triviag2,1984,Bally/Sente,Merged,
"Trivial Pursuit (Maygay) (EPOCH) (3.5, set 1)",ep_tp,199?,Maygay,Merged,
Trivial Pursuit (Maygay) (M1A/B) (set 1),m1trivia,199?,Maygay,Merged,
Trivial Pursuit (New Edition) (prod. 1D),trivialp,1996,JPM,Merged,
Trivial Pursuit (Think Tank - Genus Edition) (2/12/85),triviag1,1984,Bally/Sente,Merged,
"Trivial Pursuit (Volumen III, Spanish, Maibesa license)",triviaes,1987,Bally/Sente (Maibesa license),Merged,
"Trivial Pursuit (Volumen IV, Spanish, Maibesa hardware)",triviaes4,1988,Bally/Sente (Maibesa license),Merged,
"Trivial Pursuit (Volumen V, Spanish, Maibesa hardware)",triviaes5,19??,Bally/Sente (Maibesa license),Merged,
Trivial Pursuit (Young Players Edition) (3/29/85),triviayp,1984,Bally/Sente,Merged,
"Trivial Pursuit 2 (Maygay) (EPOCH) (2.2, set 1)",ep_tp2,199?,Maygay,Merged,
Trivial Pursuit Club (Maygay) (M1A/B) (set 1),m1tpclb,199?,Maygay,Merged,
Trizeal (Japan) (GDL-0026),trizeal,2004,Triangle Service,Merged,
TRMA VIA,trmavia,2001,Alcatel / Telefonica,Merged,
Trocana,trocana,1996,NTC / NMK,Merged,
Trog (rev LA5 3/29/91),trog,1990,Midway,Merged,
Trojan (PlayChoice-10),pc_trjan,1986,Capcom USA (Nintendo of America license),Merged,
Trojan (US set 1),trojan,1986,Capcom,Merged,
"Trojan Horse (01J00851, NSW/ACT)",trojhors,2001,Aristocrat,Merged,
Tron (8/9),tron,1982,Bally Midway,Merged,
Tron (Tomy),tmtron,1982,Tomy,Merged,
Trophy Hunting - Bear & Moose V1.00,trophyh,2002,Sammy USA Corporation,Merged,
Tropical Angel,troangel,1983,Irem,Merged,
Tropical Chance,tropchnc,1999,Konami,Merged,
"Tropical Delight (0100269V, NSW/ACT)",trpdlght,1996,Aristocrat,Merged,
Tropical Fruits (V. 24-06.00 Rev. 4.0),tropfrt,1999,Playmark,Merged,
Tropical Rouge! PreCure: Mermaid Aqua Pot (Japan),banaquap,2021,Bandai,Merged,
"Tropicana Club (Barcrest) (MPU4) (TRO 2.0, set 1)",m4tropcl,199?,Barcrest,Merged,
TRS-80 DT-1 Data Terminal,trs80dt1,1982,Radio Shack,Merged,
TRS-80 Model 100,trsm100,1983,Tandy Radio Shack,Merged,
TRS-80 Model I (Level I Basic),trs80,1977,Tandy Radio Shack,Merged,
TRS-80 Model I (Level II Basic),trs80l2,1978,Tandy Radio Shack,Merged,
TRS-80 Model II,trs80m2,1979,Tandy Radio Shack,Merged,
TRS-80 Model II Keyboard,trs80m2kb,,,Merged,
TRS-80 Model III,trs80m3,1980,Tandy Radio Shack,Merged,
"Truck Kyosokyoku (US?, TKK2/VER.A)",truckk,2000,Metro / Namco,Merged,
Truck Stop (P-3),trucksp3,1988,Bally,Merged,
Truco Clemente,trucocl,1991,Miky SRL,Merged,
Truco-Tron,truco,198?,Playtronic SRL,Merged,
Truth Or Dare (Global) (EPOCH) (set 1),ep_tod,199?,Global,Merged,
"Truxton (Europe, US) / Tatsujin (Japan)",truxton,1988,Toaplan / Taito Corporation,Merged,
Truxton II / Tatsujin Oh,truxton2,1992,Toaplan,Merged,
TS-1 (v2.13.0),ts1,1980,Falco Data Products,Merged,
TS-10,ts10,1993,Ensoniq,Merged,
TS-12,ts12,1993,Ensoniq,Merged,
TS-2624,ts2624,1982,Falco Data Products,Merged,
TS-3000,ts3000,198?,Televideo,Merged,
TS802,ts802,1982,Televideo,Merged,
TS803H,ts803h,1983,Televideo,Merged,
TS816,ts816,1980,Televideo,Merged,
Tsar Wars (Empire) (MPU5),m5tsar,199?,Empire,Merged,
Tsarevna (v1.29),tsarevna,2004,Kupidon,Merged,
Tsukande Toru Chicchi,tsukande,1995,Konami,Merged,
Tsukkomi Yousei Gips Nice Tsukkomi (NTK1 Ver.A),nicetsuk,2002,Namco / Metro,Merged,
Tsuribori Taikai (JAE 980605 V1.000),tsuribor,1998,Sega,Merged,
Tsurikko Penta,tsupenta,1991,Konami,Merged,
Tsurugi (ver EAB),tsurugi,2002,Konami,Merged,
Tsururin Kun,tsururin,1990,Konami,Merged,
Tsuugakuro no Yuuwaku (Japan),tsuwaku,2000,Nichibutsu/Love Factory/Just&Just,Merged,
Tsuukai! Goraku Katsugeki - Champiyon Pinball (Japan),tomcpin,2003,Tomy / SSD Company LTD,Merged,
TT030 (USA),tt030,1990,Atari,Merged,
TTI QTS-1 SCSI Host Adapter,qts1,,,Merged,
Tube Panic,tubep,1984,Nichibutsu / Fujitek,Merged,
Tubular Bells (Bellfruit) (Scorpion 4) (set 1),sc4tub,200?,BFM,Merged,
Tugboat,tugboat,1982,"Enter-Tech, Ltd.",Merged,
Tulip System I,tulip1,1983,CompuData,Merged,
Tumble (JPM) (SYSTEM80),j80tumbl,198?,JPM,Merged,
Tumble Pop (World),tumblep,1991,Data East Corporation,Merged,
Tumbling Dice (JPM) (SYSTEM5-SAA),j5td,199?,JPM,Merged,
Tunnel Hunt,tunhunt,1979,Atari,Merged,
Tuppenny Cracker (unprotected bootleg) (MPU4),m4tupen,199?,bootleg,Merged,
Tuppenny Fair (Mdm) (MPU3),m3tfair,198?,Mdm,Merged,
Tuppenny Nudger (JPM) (MPS),j2tupnud,198?,JPM,Merged,
Tuppenny Nudger (Mdm) (MPS),j2tupnd,198?,Mdm,Merged,
Tuppenny Nudger Classic (Mdm?) (MPU4),m4ctn,199?,Mdm?,Merged,
Turbo (program 1513-1515),turbo,1981,Sega,Merged,
Turbo Drive (ICE),ice_tbd,1988,Innovative Creations in Entertainment,Merged,
Turbo Extreme (US),turboex,2004,LeapFrog,Merged,
"Turbo Force (World, set 1)",turbofrc,1991,Video System Co.,Merged,
Turbo Gold (JPM),j7tubgld,200?,JPM,Merged,
Turbo GT 50-in-1,dturbogt,200?,dreamGEAR / JungleTac,Merged,
Turbo Out Run (Out Run upgrade) (FD1094 317-0118),toutrun,1989,Sega,Merged,
Turbo Outrun (Mega-Tech),mt_tout,1992,Sega,Merged,
Turbo Play (Barcrest) (Dutch) (MPU4) (DTP 1.3),m4tbplay,199?,Barcrest,Merged,
Turbo Play / Brooklyn (Barcrest) (MPU4) (PFT 1.8),m4brook,1998,Barcrest,Merged,
Turbo Poker 1 (set 1),tpoker1,1991,Micro Manufacturing,Merged,
Turbo Poker 2 (set 1),tpoker2,1991,Micro Manufacturing,Merged,
Turbo Reel (Barcrest) (Dutch) (MPU4) (DTR 3.1),m4tbreel,199?,Barcrest,Merged,
Turbo Reel Gambler (Avantime?) (MPU4) (set 1),m4trg,199?,Avantime?,Merged,
Turbo Reels (unknown) (MPU4?) (set 1),m4treel,199?,<unknown>,Merged,
Turbo Sub (prototype rev. TSCA),turbosub,1985,Entertainment Sciences,Merged,
Turbo Sunny,turbosun,2001,Mega,Merged,
Turbo Tag (prototype),turbotag,1985,Bally Midway,Merged,
Turbo Twist Brain Quest (US),ttwistbq,2002,LeapFrog,Merged,
Turbo Twist Fact Blaster (US),ttwistfb,200?,LeapFrog,Merged,
Turbo Twist Math (US),ttwistm,2002,LeapFrog,Merged,
Turbo Twist Spelling (US),ttwistsp,2000,LeapFrog,Merged,
Turbo Twist Vocabulator (US),ttwistvc,2001,LeapFrog,Merged,
Turbostar 432 (set 1),tstar432,1985,SciSys / Heuristic Software,Merged,
Turkey Hunting USA V1.00,turkhunt,2001,Sammy USA Corporation,Merged,
Turkey Shoot (prototype),tshoot,1984,Williams,Merged,
Turnier Dart,turnierd,2010,Löwen S.P.O.R.T.,Merged,
Turnover (v2.3) (MPU4 Video),v4turnov,199?,Barcrest,Merged,
Turret Tower - The Enemy Has Arrived,turrett,2001,Dell Electronics (Namco license),Merged,
Turtle Ship (North America),turtship,1988,Philko (Sharp Image license),Merged,
"Turtle Treasure (10234711, NSW/ACT)",turtreas,2006,Aristocrat,Merged,
Turtles,turtles,1981,Konami (Stern Electronics license),Merged,
Turtles (Entex),eturtles,1982,Entex,Merged,
Tut's Tomb,tutstomb,1996,Island Design,Merged,
Tutankham,tutankhm,1982,Konami,Merged,
"Tutankhamun Club (Maygay) (EPOCH) (2.1, set 1)",ep_tutcl,199?,Maygay,Merged,
Tutti Fruity (Barcrest) (MPU4) (TFT 0.4 / TF4 0.4),m4tutfrt,199?,Barcrest,Merged,
Tutti Fruity (BWB) (MPU4) (set 1),m4tutbwb,199?,BWB,Merged,
Tutti Frutti (Qps) (IMPACT),j6tutti,199?,Qps,Merged,
Tutti Frutti Club (Bellfruit) (Scorpion 4) (set 1),sc4tfclb,200?,BFM,Merged,
TV Art Design Center,wfart,200?,WinFun,Merged,
"TV Board Games 3-in-1: Boggle, Connect 4, Roll Over",tvbg3c,2007,NSI International / Mammoth Toys (Licensed by Hasbro),Merged,
"TV Board Games 3-in-1: Silly 6 Pins, Hungry Hungry Hippos, Match 'em",tvbg3a,2007,NSI International / Mammoth Toys (Licensed by Hasbro),Merged,
"TV Board Games 3-in-1: Simon, Battleship, Checkers",tvbg3b,2007,NSI International / Mammoth Toys (Licensed by Hasbro),Merged,
"TV Board Games 6-in-1: Silly 6 Pins, Candy Land, Hungry Hungry Hippos, Match 'em, Mixin' Pics, Checkers",tvbg6a,2007,NSI International / Mammoth Toys (Licensed by Hasbro),Merged,
"TV Board Games 6-in-1: Simon, Battleship, Mouse Trap, Checkers, Link-a-Line, Roll Over",tvbg6b,2007,NSI International / Mammoth Toys (Licensed by Hasbro),Merged,
TV Boy (PAL),tvboy,199?,Systema?,Merged,
TV Dance Mat 4 Games in 1 (Mix Party 3 / Dance Mix 3),dancmix3,201?,Venom,Merged,
TV de Asobou! Manabou! Chou Nouryoku AIUEO Zukan (Japan),epo_dabj,2006,Epoch / SSD Company LTD,Merged,
TV de Asobou! Manabou! Pooh-san to Issho: ABC AIUEO Zukan (Japan),epo_pabj,2007,Epoch / SSD Company LTD,Merged,
TV de Asobou! Mickey & Minnie Mouse Kids (Japan),mousekid,1997,Tomy,Merged,
TV Dear Multi Word Processor,tvdear,1995,Takara,Merged,
TV Fitness Center (Lexibook),lexifit,2009,Lexibook,Merged,
TV Games Baseball (SH6578 hardware),bb6578,200?,DaiDaiXing Electronics,Merged,
TV Globe (Japan),eptvglob,201?,Epoch,Merged,
TV Hockey (Japan),tom_tvho,2001,Tomy / SSD Company LTD,Merged,
"TV Learning Station (VTech, Germany)",vtechtvsgr,2006,VTech,Merged,
TV Mahjong Game (VTxx hardware),tvmjfc,200?,bootleg?,Merged,
TV Mahjong Shoudan Taikyoku - 4-nin Uchi (Japan),epo_mj,2003,Epoch / SSD Company LTD,Merged,
